Code,FS_Rules,FS_Prof_Tech_Component,EFS_Rules,EFS_Prof_Tech_Component
00938,0,0,0,0
00940,0,0,0,0
00942,0,0,0,0
00944,0,0,0,0
00948,0,0,0,0
00950,0,0,0,0
00952,0,0,0,0
01112,0,0,0,0
01120,0,0,0,0
01130,0,0,0,0
01140,0,0,0,0
01150,0,0,0,0
01160,0,0,0,0
01170,0,0,0,0
01173,0,0,0,0
01200,0,0,0,0
01202,0,0,0,0
01210,0,0,0,0
01212,0,0,0,0
01214,0,0,0,0
01215,0,0,0,0
01220,0,0,0,0
01230,0,0,0,0
01232,0,0,0,0
01234,0,0,0,0
01250,0,0,0,0
01260,0,0,0,0
01270,0,0,0,0
01272,0,0,0,0
01274,0,0,0,0
01320,0,0,0,0
01340,0,0,0,0
01360,0,0,0,0
01380,0,0,0,0
01382,0,0,0,0
01390,0,0,0,0
01392,0,0,0,0
01400,0,0,0,0
01402,0,0,0,0
01404,0,0,0,0
01420,0,0,0,0
01430,0,0,0,0
01432,0,0,0,0
01440,0,0,0,0
01442,0,0,0,0
01444,0,0,0,0
01462,0,0,0,0
01464,0,0,0,0
01470,0,0,0,0
01472,0,0,0,0
01474,0,0,0,0
01480,0,0,0,0
01482,0,0,0,0
01484,0,0,0,0
01486,0,0,0,0
01490,0,0,0,0
01500,0,0,0,0
01502,0,0,0,0
01520,0,0,0,0
01522,0,0,0,0
01610,0,0,0,0
01620,0,0,0,0
01622,0,0,0,0
01630,0,0,0,0
01634,0,0,0,0
01636,0,0,0,0
01638,0,0,0,0
01650,0,0,0,0
01652,0,0,0,0
01654,0,0,0,0
01656,0,0,0,0
01670,0,0,0,0
01680,0,0,0,0
01710,0,0,0,0
01712,0,0,0,0
01714,0,0,0,0
01716,0,0,0,0
01730,0,0,0,0
01732,0,0,0,0
01740,0,0,0,0
01742,0,0,0,0
01744,0,0,0,0
01756,0,0,0,0
01758,0,0,0,0
01760,0,0,0,0
01770,0,0,0,0
01772,0,0,0,0
01780,0,0,0,0
01782,0,0,0,0
01810,0,0,0,0
01820,0,0,0,0
01829,0,0,0,0
01830,0,0,0,0
01832,0,0,0,0
01840,0,0,0,0
01842,0,0,0,0
01844,0,0,0,0
01850,0,0,0,0
01852,0,0,0,0
01860,0,0,0,0
01916,0,0,0,0
01920,0,0,0,0
01922,0,0,0,0
01924,0,0,0,0
01925,0,0,0,0
01926,0,0,0,0
01930,0,0,0,0
01931,0,0,0,0
01932,0,0,0,0
01933,0,0,0,0
01935,0,0,0,0
01936,0,0,0,0
01951,0,0,0,0
01952,0,0,0,0
01953,0,0,0,0
01958,0,0,0,0
01960,0,0,0,0
01961,0,0,0,0
01962,0,0,0,0
01963,0,0,0,0
01965,0,0,0,0
01966,0,0,0,0
01967,0,0,0,0
01968,0,0,0,0
01969,0,0,0,0
01990,0,0,0,0
01991,0,0,0,0
01992,0,0,0,0
01996,0,0,0,0
01999,0,0,0,0
0270,0,0,0,0
0420,0,0,0,0
0421,0,0,0,0
0430,0,0,0,0
0431,0,0,0,0
0440,0,0,0,0
0441,0,0,0,0
0470,0,0,0,0
0510,0,0,0,0
0520,0,0,0,0
0521,0,0,0,0
0522,0,0,0,0
0524,0,0,0,0
0525,0,0,0,0
0527,0,0,0,0
0528,0,0,0,0
0529,0,0,0,0
0551,0,0,0,0
0561,0,0,0,0
0571,0,0,0,0
0580,0,0,0,0
0583,0,0,0,0
0589,0,0,0,0
0651,0,0,0,0
0652,0,0,0,0
0655,0,0,0,0
0656,0,0,0,0
0657,0,0,0,0
0658,0,0,0,0
0900,0,0,0,0
0940,0,0,0,0
10021,0,0,0,0
10022,0,0,0,0
10030,1,0,19,0
10035,0,0,0,0
10036,0,0,0,0
10040,1,0,3,0
10060,0,0,0,0
10061,0,0,0,0
10080,0,0,0,0
10081,0,0,0,0
10120,0,0,0,0
10121,0,0,0,0
10140,0,0,0,0
10160,0,0,0,0
10180,0,0,0,0
11000,0,0,0,0
11001,0,0,0,0
11004,0,0,0,0
11005,0,0,0,0
11006,0,0,0,0
11008,0,0,0,0
11010,0,0,0,0
11011,0,0,0,0
11012,0,0,0,0
11042,0,0,0,0
11043,0,0,0,0
11044,0,0,0,0
11045,0,0,0,0
11046,0,0,0,0
11047,0,0,0,0
11055,0,0,0,0
11056,0,0,0,0
11057,0,0,0,0
11100,0,0,0,0
11101,0,0,0,0
11200,0,0,0,0
11201,0,0,0,0
11300,0,0,0,0
11301,0,0,0,0
11302,0,0,0,0
11303,0,0,0,0
11305,0,0,0,0
11306,0,0,0,0
11307,0,0,0,0
11308,0,0,0,0
11310,0,0,0,0
11311,0,0,0,0
11312,0,0,0,0
11313,0,0,0,0
11400,0,0,0,0
11401,0,0,0,0
11402,0,0,0,0
11403,0,0,0,0
11404,0,0,0,0
11406,0,0,0,0
11420,0,0,0,0
11421,0,0,0,0
11422,0,0,0,0
11423,0,0,0,0
11424,0,0,0,0
11426,0,0,0,0
11440,0,0,0,0
11441,0,0,0,0
11442,0,0,0,0
11443,0,0,0,0
11444,0,0,0,0
11446,0,0,0,0
11450,0,0,0,0
11451,0,0,0,0
11462,0,0,0,0
11463,0,0,0,0
11470,0,0,0,0
11471,0,0,0,0
11600,0,0,0,0
11601,0,0,0,0
11602,0,0,0,0
11603,0,0,0,0
11604,0,0,0,0
11606,0,0,0,0
11620,0,0,0,0
11621,0,0,0,0
11622,0,0,0,0
11623,0,0,0,0
11624,0,0,0,0
11626,0,0,0,0
11640,0,0,0,0
11641,0,0,0,0
11642,0,0,0,0
11643,0,0,0,0
11644,0,0,0,0
11646,0,0,0,0
11720,0,0,0,0
11721,0,0,0,0
11730,0,0,0,0
11732,0,0,0,0
11740,0,0,0,0
11750,0,0,0,0
11755,0,0,0,0
11760,0,0,0,0
11762,0,0,0,0
11765,0,0,0,0
11770,0,0,0,0
11771,0,0,0,0
11772,0,0,0,0
11900,0,0,0,0
11901,0,0,0,0
11960,0,0,0,0
11970,0,0,0,0
11971,0,0,0,0
11976,0,0,0,0
11980,0,0,0,0
11981,0,0,0,0
11982,0,0,0,0
11983,0,0,0,0
12001,0,0,0,0
12002,0,0,0,0
12004,0,0,0,0
12005,0,0,0,0
12006,0,0,0,0
12007,0,0,0,0
12011,0,0,0,0
12013,0,0,0,0
12014,0,0,0,0
12015,0,0,0,0
12016,0,0,0,0
12017,0,0,0,0
12018,0,0,0,0
12020,0,0,0,0
12021,0,0,0,0
12031,0,0,0,0
12032,0,0,0,0
12034,0,0,0,0
12035,0,0,0,0
12036,0,0,0,0
12037,0,0,0,0
12041,0,0,0,0
12042,0,0,0,0
12044,0,0,0,0
12045,0,0,0,0
12046,0,0,0,0
12047,0,0,0,0
12051,0,0,0,0
12052,0,0,0,0
12053,0,0,0,0
12054,0,0,0,0
12055,0,0,0,0
12056,0,0,0,0
12057,0,0,0,0
13100,0,0,0,0
13101,0,0,0,0
13102,0,0,0,0
13120,0,0,0,0
13121,0,0,0,0
13122,0,0,0,0
13131,0,0,0,0
13132,0,0,0,0
13133,0,0,0,0
13151,0,0,0,0
13152,0,0,0,0
13153,0,0,0,0
13160,0,0,0,0
14000,0,0,0,0
14001,0,0,0,0
14020,0,0,0,0
14021,0,0,0,0
14040,0,0,0,0
14041,0,0,0,0
14060,0,0,0,0
14061,0,0,0,0
14301,0,0,0,0
14302,0,0,0,0
14350,0,0,0,0
15002,0,0,0,0
15003,0,0,0,0
15004,0,0,0,0
15005,0,0,0,0
15040,0,0,0,0
15050,0,0,0,0
15100,0,0,0,0
15101,0,0,0,0
15110,0,0,0,0
15111,0,0,0,0
15115,0,0,0,0
15116,0,0,0,0
15120,0,0,0,0
15121,0,0,0,0
15130,0,0,0,0
15131,0,0,0,0
15135,0,0,0,0
15136,0,0,0,0
15150,0,0,0,0
15151,0,0,0,0
15152,0,0,0,0
15155,0,0,0,0
15156,0,0,0,0
15157,0,0,0,0
15200,0,0,0,0
15201,0,0,0,0
15220,0,0,0,0
15221,0,0,0,0
15240,0,0,0,0
15241,0,0,0,0
15260,0,0,0,0
15261,0,0,0,0
15271,0,0,0,0
15272,0,0,0,0
15273,0,0,0,0
15274,0,0,0,0
15275,0,0,0,0
15276,0,0,0,0
15277,0,0,0,0
15278,0,0,0,0
15570,0,0,0,0
15572,0,0,0,0
15574,0,0,0,0
15576,0,0,0,0
15600,0,0,0,0
15610,0,0,0,0
15620,0,0,0,0
15630,0,0,0,0
15650,0,0,0,0
15730,0,0,0,0
15731,0,0,0,0
15733,0,0,0,0
15734,0,0,0,0
15736,0,0,0,0
15738,0,0,0,0
15740,0,0,0,0
15750,0,0,0,0
15756,0,0,0,0
15757,0,0,0,0
15758,0,0,0,0
15760,0,0,0,0
15770,0,0,0,0
15777,0,0,0,0
15780,0,0,0,0
15781,0,0,0,0
15782,0,0,0,0
15783,0,0,0,0
15786,0,0,0,0
15787,0,0,0,0
15788,0,0,0,0
15789,0,0,0,0
15792,0,0,0,0
15793,0,0,0,0
15820,0,0,0,0
15821,0,0,0,0
15822,0,0,0,0
15823,0,0,0,0
15840,0,0,0,0
15841,0,0,0,0
15842,0,0,0,0
15845,0,0,0,0
15851,0,0,0,0
15860,0,0,0,0
15920,0,0,0,0
15922,0,0,0,0
15931,0,0,0,0
15933,0,0,0,0
15934,0,0,0,0
15935,0,0,0,0
15936,0,0,0,0
15937,0,0,0,0
15940,0,0,0,0
15941,0,0,0,0
15944,0,0,0,0
15945,0,0,0,0
15946,0,0,0,0
15950,0,0,0,0
15951,0,0,0,0
15952,0,0,0,0
15953,0,0,0,0
15956,0,0,0,0
15958,0,0,0,0
15999,0,0,0,0
16000,0,0,0,0
16020,0,0,0,0
16025,0,0,0,0
16030,0,0,0,0
16035,0,0,0,0
16036,0,0,0,0
17000,0,0,0,0
17003,0,0,0,0
17004,0,0,0,0
17106,0,0,0,0
17107,0,0,0,0
17108,0,0,0,0
17110,0,0,0,0
17111,0,0,0,0
17250,0,0,0,0
17260,0,0,0,0
17261,0,0,0,0
17262,0,0,0,0
17263,0,0,0,0
17264,0,0,0,0
17266,0,0,0,0
17270,0,0,0,0
17271,0,0,0,0
17272,0,0,0,0
17273,0,0,0,0
17274,0,0,0,0
17276,0,0,0,0
17280,0,0,0,0
17281,0,0,0,0
17282,0,0,0,0
17283,0,0,0,0
17284,0,0,0,0
17286,0,0,0,0
17311,0,0,0,0
17312,0,0,0,0
17313,0,0,0,0
17314,0,0,0,0
17315,0,0,0,0
17340,0,0,0,0
17360,0,0,0,0
17999,0,0,0,0
19000,0,0,0,0
19001,0,0,0,0
19020,0,0,0,0
19030,0,0,0,0
19081,0,0,0,0
19082,0,0,0,0
19083,0,0,0,0
19084,0,0,0,0
19085,0,0,0,0
19086,0,0,0,0
19100,0,0,0,0
19101,0,0,0,0
19110,0,0,0,0
19112,0,0,0,0
19120,0,0,0,0
19125,0,0,0,0
19126,0,0,0,0
19260,0,0,0,0
19271,0,0,0,0
19272,0,0,0,0
19281,0,0,0,0
19282,0,0,0,0
19283,0,0,0,0
19284,0,0,0,0
19285,0,0,0,0
19286,0,0,0,0
19287,0,0,0,0
19288,0,0,0,0
19294,0,0,0,0
19296,0,0,0,0
19297,0,0,0,0
19298,0,0,0,0
19300,0,0,0,0
19301,0,0,0,0
19302,0,0,0,0
19303,0,0,0,0
19304,0,0,0,0
19305,0,0,0,0
19306,0,0,0,0
19307,0,0,0,0
19316,0,0,0,0
19318,0,0,0,0
19324,0,0,0,0
19325,0,0,0,0
19328,0,0,0,0
19330,0,0,0,0
19340,0,0,0,0
19342,0,0,0,0
19350,0,0,0,0
19357,0,0,0,0
19361,0,0,0,0
19364,0,0,0,0
19366,0,0,0,0
19367,0,0,0,0
19368,0,0,0,0
19369,0,0,0,0
19370,0,0,0,0
19371,0,0,0,0
19380,0,0,0,0
19396,0,0,0,0
19499,0,0,0,0
20005,0,0,0,0
20100,0,0,0,0
20101,0,0,0,0
20102,0,0,0,0
20103,0,0,0,0
20150,0,0,0,0
20200,0,0,0,0
20205,0,0,0,0
20206,0,0,0,0
20220,0,0,0,0
20225,0,0,0,0
20240,0,0,0,0
20245,0,0,0,0
20250,0,0,0,0
20251,0,0,0,0
20500,0,0,0,0
20501,0,0,0,0
20520,0,0,0,0
20525,0,0,0,0
20526,0,0,0,0
20527,0,0,0,0
20550,0,0,0,0
20551,0,0,0,0
20552,0,0,0,0
20553,0,0,0,0
20555,0,0,0,0
20600,0,0,0,0
20604,1,0,27,0
20605,0,0,0,0
20606,0,0,0,0
20610,0,0,0,0
20611,0,0,0,0
20612,0,0,0,0
20615,0,0,0,0
20650,0,0,0,0
20660,0,0,0,0
20661,0,0,0,0
20662,0,0,0,0
20663,0,0,0,0
20664,0,0,0,0
20665,0,0,0,0
20670,0,0,0,0
20680,0,0,0,0
20690,0,0,0,0
20692,0,0,0,0
20693,0,0,0,0
20694,0,0,0,0
20696,0,0,0,0
20697,0,0,0,0
20802,0,0,0,0
20805,0,0,0,0
20808,0,0,0,0
20816,0,0,0,0
20822,0,0,0,0
20824,0,0,0,0
20827,0,0,0,0
20838,0,0,0,0
20900,0,0,0,0
20902,0,0,0,0
20910,0,0,0,0
20912,0,0,0,0
20920,0,0,0,0
20922,0,0,0,0
20924,0,0,0,0
20926,0,0,0,0
20930,0,0,0,0
20931,0,0,0,0
20936,0,0,0,0
20937,0,0,0,0
20938,0,0,0,0
20939,0,0,0,0
20950,0,0,0,0
20955,0,0,0,0
20956,0,0,0,0
20957,0,0,0,0
20962,0,0,0,0
20969,0,0,0,0
20970,0,0,0,0
20972,0,0,0,0
20973,0,0,0,0
20974,0,0,0,0
20975,0,0,0,0
20979,0,0,0,0
20982,0,0,0,0
20983,0,0,0,0
20985,0,0,0,0
20999,0,0,0,0
2101,0,0,0,0
21010,0,0,0,0
21011,0,0,0,0
21012,0,0,0,0
21013,0,0,0,0
21014,0,0,0,0
21015,0,0,0,0
21016,0,0,0,0
21025,0,0,0,0
21026,0,0,0,0
21029,0,0,0,0
21030,0,0,0,0
21031,0,0,0,0
21032,0,0,0,0
21034,0,0,0,0
21040,0,0,0,0
21044,0,0,0,0
21045,0,0,0,0
21046,0,0,0,0
21047,0,0,0,0
21048,0,0,0,0
21049,0,0,0,0
21050,0,0,0,0
21060,0,0,0,0
21070,0,0,0,0
21073,0,0,0,0
21100,0,0,0,0
21110,0,0,0,0
21116,0,0,0,0
21120,0,0,0,0
21121,0,0,0,0
21122,0,0,0,0
21123,0,0,0,0
21127,0,0,0,0
21137,0,0,0,0
21138,0,0,0,0
21139,0,0,0,0
21141,0,0,0,0
21142,0,0,0,0
21143,0,0,0,0
21145,0,0,0,0
21146,0,0,0,0
21147,0,0,0,0
21150,0,0,0,0
21151,0,0,0,0
21154,0,0,0,0
21155,0,0,0,0
21159,0,0,0,0
21160,0,0,0,0
21172,0,0,0,0
21175,0,0,0,0
21179,0,0,0,0
21180,0,0,0,0
21181,0,0,0,0
21182,0,0,0,0
21183,0,0,0,0
21184,0,0,0,0
21188,0,0,0,0
21193,0,0,0,0
21194,0,0,0,0
21195,0,0,0,0
21196,0,0,0,0
21198,0,0,0,0
21199,0,0,0,0
21206,0,0,0,0
21208,0,0,0,0
21209,0,0,0,0
21210,0,0,0,0
21215,0,0,0,0
21230,0,0,0,0
21235,0,0,0,0
21240,0,0,0,0
21242,0,0,0,0
21243,0,0,0,0
21244,0,0,0,0
21245,0,0,0,0
21246,0,0,0,0
21247,0,0,0,0
21248,0,0,0,0
21249,0,0,0,0
21255,0,0,0,0
21256,0,0,0,0
21260,0,0,0,0
21261,0,0,0,0
21263,0,0,0,0
21267,0,0,0,0
21268,0,0,0,0
21270,0,0,0,0
21275,0,0,0,0
21280,0,0,0,0
21282,0,0,0,0
21295,0,0,0,0
21296,0,0,0,0
21299,0,0,0,0
21310,0,0,0,0
21315,0,0,0,0
21320,0,0,0,0
21325,0,0,0,0
21330,0,0,0,0
21335,0,0,0,0
21336,0,0,0,0
21337,0,0,0,0
21338,0,0,0,0
21339,0,0,0,0
21340,0,0,0,0
21343,0,0,0,0
21344,0,0,0,0
21345,0,0,0,0
21346,0,0,0,0
21347,0,0,0,0
21348,0,0,0,0
21355,0,0,0,0
21356,0,0,0,0
21360,0,0,0,0
21365,0,0,0,0
21366,0,0,0,0
21385,0,0,0,0
21386,0,0,0,0
21387,0,0,0,0
21390,0,0,0,0
21395,0,0,0,0
21400,0,0,0,0
21401,0,0,0,0
21406,0,0,0,0
21407,0,0,0,0
21408,0,0,0,0
21421,0,0,0,0
21422,0,0,0,0
21423,0,0,0,0
21431,0,0,0,0
21432,0,0,0,0
21433,0,0,0,0
21435,0,0,0,0
21436,0,0,0,0
21440,0,0,0,0
21445,0,0,0,0
21450,0,0,0,0
21451,0,0,0,0
21452,0,0,0,0
21453,0,0,0,0
21454,0,0,0,0
21461,0,0,0,0
21462,0,0,0,0
21465,0,0,0,0
21470,0,0,0,0
21480,0,0,0,0
21485,0,0,0,0
21490,0,0,0,0
21497,0,0,0,0
21499,0,0,0,0
21501,0,0,0,0
21502,0,0,0,0
21510,0,0,0,0
21550,0,0,0,0
21552,0,0,0,0
21554,0,0,0,0
21555,0,0,0,0
21556,0,0,0,0
21557,0,0,0,0
21558,0,0,0,0
21600,0,0,0,0
21610,0,0,0,0
21615,0,0,0,0
21616,0,0,0,0
21620,0,0,0,0
21627,0,0,0,0
21630,0,0,0,0
21632,0,0,0,0
21685,0,0,0,0
21700,0,0,0,0
21705,0,0,0,0
21720,0,0,0,0
21725,0,0,0,0
21740,0,0,0,0
21742,0,0,0,0
21743,0,0,0,0
21750,0,0,0,0
21811,0,0,0,0
21812,0,0,0,0
21813,0,0,0,0
21820,0,0,0,0
21825,0,0,0,0
21899,0,0,0,0
21920,0,0,0,0
21925,0,0,0,0
21930,0,0,0,0
21931,0,0,0,0
21932,0,0,0,0
21933,0,0,0,0
21935,0,0,0,0
21936,0,0,0,0
22010,0,0,0,0
22015,0,0,0,0
22100,0,0,0,0
22101,0,0,0,0
22102,0,0,0,0
22103,0,0,0,0
22110,0,0,0,0
22112,0,0,0,0
22114,0,0,0,0
22116,0,0,0,0
22206,0,0,0,0
22207,0,0,0,0
22208,0,0,0,0
22210,0,0,0,0
22212,0,0,0,0
22214,0,0,0,0
22216,0,0,0,0
22220,0,0,0,0
22222,0,0,0,0
22224,0,0,0,0
22226,0,0,0,0
22310,0,0,0,0
22315,0,0,0,0
22318,0,0,0,0
22319,0,0,0,0
22325,0,0,0,0
22326,0,0,0,0
22327,0,0,0,0
22328,0,0,0,0
22505,0,0,0,0
22510,0,0,0,0
22511,0,0,0,0
22512,0,0,0,0
22513,0,0,0,0
22514,0,0,0,0
22515,0,0,0,0
22532,0,0,0,0
22533,0,0,0,0
22534,0,0,0,0
22548,0,0,0,0
22551,0,0,0,0
22552,0,0,0,0
22554,0,0,0,0
22556,0,0,0,0
22558,0,0,0,0
22585,0,0,0,0
22586,0,0,0,0
22590,0,0,0,0
22595,0,0,0,0
22600,0,0,0,0
22610,0,0,0,0
22612,0,0,0,0
22614,0,0,0,0
22630,0,0,0,0
22632,0,0,0,0
22633,0,0,0,0
22634,0,0,0,0
22800,0,0,0,0
22802,0,0,0,0
22804,0,0,0,0
22808,0,0,0,0
22810,0,0,0,0
22812,0,0,0,0
22818,0,0,0,0
22819,0,0,0,0
22830,0,0,0,0
22840,0,0,0,0
22841,0,0,0,0
22842,0,0,0,0
22843,0,0,0,0
22844,0,0,0,0
22845,0,0,0,0
22846,0,0,0,0
22847,0,0,0,0
22848,0,0,0,0
22849,0,0,0,0
22850,0,0,0,0
22852,0,0,0,0
22853,0,0,0,0
22854,0,0,0,0
22855,0,0,0,0
22856,0,0,0,0
22857,0,0,0,0
22858,0,0,0,0
22859,0,0,0,0
22861,0,0,0,0
22862,0,0,0,0
22864,0,0,0,0
22865,0,0,0,0
22867,0,0,0,0
22868,0,0,0,0
22869,0,0,0,0
22870,0,0,0,0
22899,0,0,0,0
22900,0,0,0,0
22901,0,0,0,0
22902,0,0,0,0
22903,0,0,0,0
22904,0,0,0,0
22905,0,0,0,0
22999,0,0,0,0
23000,0,0,0,0
23020,0,0,0,0
23030,0,0,0,0
23031,0,0,0,0
23035,0,0,0,0
23040,0,0,0,0
23044,0,0,0,0
23065,0,0,0,0
23066,0,0,0,0
23071,0,0,0,0
23073,0,0,0,0
23075,0,0,0,0
23076,0,0,0,0
23077,0,0,0,0
23078,0,0,0,0
23100,0,0,0,0
23101,0,0,0,0
23105,0,0,0,0
23106,0,0,0,0
23107,0,0,0,0
23120,0,0,0,0
23125,0,0,0,0
23130,0,0,0,0
23140,0,0,0,0
23145,0,0,0,0
23146,0,0,0,0
23150,0,0,0,0
23155,0,0,0,0
23156,0,0,0,0
23170,0,0,0,0
23172,0,0,0,0
23174,0,0,0,0
23180,0,0,0,0
23182,0,0,0,0
23184,0,0,0,0
23190,0,0,0,0
23195,0,0,0,0
23200,0,0,0,0
23210,0,0,0,0
23220,0,0,0,0
23330,0,0,0,0
23333,0,0,0,0
23334,0,0,0,0
23335,0,0,0,0
23350,0,0,0,0
23395,0,0,0,0
23397,0,0,0,0
23400,0,0,0,0
23405,0,0,0,0
23406,0,0,0,0
23410,0,0,0,0
23412,0,0,0,0
23415,0,0,0,0
23420,0,0,0,0
23430,0,0,0,0
23440,0,0,0,0
23450,0,0,0,0
23455,0,0,0,0
23460,0,0,0,0
23462,0,0,0,0
23465,0,0,0,0
23466,0,0,0,0
23470,0,0,0,0
23472,0,0,0,0
23473,0,0,0,0
23474,0,0,0,0
23480,0,0,0,0
23485,0,0,0,0
23490,0,0,0,0
23491,0,0,0,0
23500,0,0,0,0
23505,0,0,0,0
23515,0,0,0,0
23520,0,0,0,0
23525,0,0,0,0
23530,0,0,0,0
23532,0,0,0,0
23540,0,0,0,0
23545,0,0,0,0
23550,0,0,0,0
23552,0,0,0,0
23570,0,0,0,0
23575,0,0,0,0
23585,0,0,0,0
23600,0,0,0,0
23605,0,0,0,0
23615,0,0,0,0
23616,0,0,0,0
23620,0,0,0,0
23625,0,0,0,0
23630,0,0,0,0
23650,0,0,0,0
23655,0,0,0,0
23660,0,0,0,0
23665,0,0,0,0
23670,0,0,0,0
23675,0,0,0,0
23680,0,0,0,0
23700,0,0,0,0
23800,0,0,0,0
23802,0,0,0,0
23900,0,0,0,0
23920,0,0,0,0
23921,0,0,0,0
23929,0,0,0,0
23930,0,0,0,0
23931,0,0,0,0
23935,0,0,0,0
24000,0,0,0,0
24006,0,0,0,0
24065,0,0,0,0
24066,0,0,0,0
24071,0,0,0,0
24073,0,0,0,0
24075,0,0,0,0
24076,0,0,0,0
24077,0,0,0,0
24079,0,0,0,0
24100,0,0,0,0
24101,0,0,0,0
24102,0,0,0,0
24105,0,0,0,0
24110,0,0,0,0
24115,0,0,0,0
24116,0,0,0,0
24120,0,0,0,0
24125,0,0,0,0
24126,0,0,0,0
24130,0,0,0,0
24134,0,0,0,0
24136,0,0,0,0
24138,0,0,0,0
24140,0,0,0,0
24145,0,0,0,0
24147,0,0,0,0
24149,0,0,0,0
24150,0,0,0,0
24152,0,0,0,0
24155,0,0,0,0
24160,0,0,0,0
24164,0,0,0,0
24200,0,0,0,0
24201,0,0,0,0
24220,0,0,0,0
24300,0,0,0,0
24301,0,0,0,0
24305,0,0,0,0
24310,0,0,0,0
24320,0,0,0,0
24330,0,0,0,0
24331,0,0,0,0
24332,0,0,0,0
24340,0,0,0,0
24341,0,0,0,0
24342,0,0,0,0
24343,0,0,0,0
24344,0,0,0,0
24345,0,0,0,0
24346,0,0,0,0
24357,0,0,0,0
24358,0,0,0,0
24359,0,0,0,0
24360,0,0,0,0
24361,0,0,0,0
24362,0,0,0,0
24363,0,0,0,0
24365,0,0,0,0
24366,0,0,0,0
24370,0,0,0,0
24371,0,0,0,0
24400,0,0,0,0
24410,0,0,0,0
24420,0,0,0,0
24430,0,0,0,0
24435,0,0,0,0
24470,0,0,0,0
24495,0,0,0,0
24498,0,0,0,0
24500,0,0,0,0
24505,0,0,0,0
24515,0,0,0,0
24516,0,0,0,0
24530,0,0,0,0
24535,0,0,0,0
24538,0,0,0,0
24545,0,0,0,0
24546,0,0,0,0
24560,0,0,0,0
24565,0,0,0,0
24566,0,0,0,0
24575,0,0,0,0
24576,0,0,0,0
24577,0,0,0,0
24579,0,0,0,0
24582,0,0,0,0
24586,0,0,0,0
24587,0,0,0,0
24600,0,0,0,0
24605,0,0,0,0
24615,0,0,0,0
24620,0,0,0,0
24635,0,0,0,0
